estate,division,field_no,age_months,sd_vp,hect,crop,yph,code
Somerset,Langdale,3,16.0,SD,3.5,1002.5316999999999,286.43762857142855,LA
Somerset,Langdale,1,26.0,SD,3.88,1093.9811000000002,281.95389175257736,LA
Somerset,Somerset,5NC,5.0,VP,7.49,3995.8527999999997,533.4916955941254,SS
Somerset,Somerset,3E,10.0,VP,2.0,1729.1363000000001,864.5681500000001,SS
Somerset,Somerset,4ANC,11.0,VP,4.2,5620.536700000001,1338.223023809524,SS
Somerset,Somerset,6NC 2,14.0,VP,4.0,6739.377399999999,1684.8443499999998,SS
Somerset,Somerset,6NC1,17.0,VP,4.73,6466.2237,1367.0663213530654,SS
Somerset,Somerset,1DNC,17.0,VP,3.13,6018.071199999999,1922.7064536741213,SS
Somerset,Somerset,1BNC,27.0,VP,1.38,2334.3176,1691.5344927536232,SS
Somerset,Somerset,6ANC,27.0,VP,1.0,2464.2328,2464.2328,SS
Somerset,Somerset,1CNC,28.0,VP,2.04,4365.6646,2140.0316666666668,SS
Somerset,Somerset,8NC,34.0,VP,6.09,7648.376499999999,1255.8910509031198,SS
Somerset,Somerset,7NC 2,39.0,VP,6.0,10114.402799999998,1685.7337999999997,SS
Somerset,Somerset,7NC,46.0,VP,5.82,8462.3707,1454.0155841924397,SS
Somerset,Somerset,3A,11.0,SD,4.29,595.4096,138.79011655011655,SS
Somerset,Somerset,3B,21.0,SD,5.89,1693.0516999999998,287.4451103565365,SS
Somerset,Somerset,2,28.0,SD,3.36,994.9068,296.1032142857143,SS
,,,,,1178.6800000000005,,,
